215,Design of personal learning environment for learner autonomy / Lim Shen Huoy.- Details in Pendeta Discovery
216,The design of web-based medical image system using Attribute-Driven-Design (ADD) method / Maryam Zakeryfar.- Details in Pendeta Discovery
217,Design patterns detection tool / Wael M. K. Fares.- Details in Pendeta Discovery
218,Design patterns metamodel extension for pattern-based visual modeling tool support / Loo Keen Ngee.- Details in Pendeta Discovery
219,Designing a curriculum in school librarianship for the Faculties of Education in Sudan / Imad Eldin Khalifa A. Elgasim.- Details in Pendeta Discovery
220,Designing an educational website for preschoolers : a focus on usability / Neta Suryana Baharum.- Details in Pendeta Discovery
221,Designing an expert system for investment analysis / by Choong Yeow Wei.- Details in Pendeta Discovery
222,Designing software architecture for web-based health care information system using the four view approach / Sri Devi Ravana.- Details in Pendeta Discovery
223,|Desktop and intranet-based searching, downloading and monitoring tool / Rekha Nair C. Gamgadharan Nair.- Details in Pendeta Discovery|
224,Detecting emotions in Arabic speech using Hidden Markov models / Muhannad Nasser Younis Al-Naabi.- Details in Pendeta Discovery
225,Detecting HCI design patterns using UML class diagrams / Nazanin Aminzadeh.- Details in Pendeta Discovery
226,Detection of mobile botnet applications using structural and behavioral patterns / Ahmad Karim.- Details in Pendeta Discovery
227,Determining the effectiveness of digital reference services in selected academic libraries in Malaysia / Wan Ab. Kadir Wan Dollah.- Details in Pendeta Discovery
228,Developing a School Management Information System (SMIS) for secondary school in China using Service Oriented Architecture (SOA) / Han Wei.- Details in Pendeta Discovery
229,Developing an Integrated Public Transport Information System (IPTIS) for Kuala Lumpur using Service Oriented Architecture (SOA) / Wang Jing.- Details in Pendeta Discovery
230,Developing an online communication system for student affairs in e-learning environment / Mehdi Changizi.- Details in Pendeta Discovery
231,Developing and implementing a transparent secure email system using PKI for a localized environment using easily available resources / Syed Nasir Alsagoff bin Syed Zakaria.- Details in Pendeta Discovery
232,Development and applications of interactive multimedia TAPS (Technology Assisted Problem Solving) packages for engineering / Manjit Singh Sidhu.- Details in Pendeta Discovery
233,The development and evaluation of an e-balanced scorecard system for academics / Premylla Jeremiah.- Details in Pendeta Discovery
234,Development and validation of a knowledge quality instrument for E-learning content / Mehwish Waheed- Details in Pendeta Discovery
235,Development framework for sales force automation domain / Lily Suryani binti Safie.- Details in Pendeta Discovery
236,Development of a CAI authoring & rule-based shell system / by Yap May Lin.- Details in Pendeta Discovery
237,Development of a child care application system for working parents / Maryam Ghadery.- Details in Pendeta Discovery
238,Development of a colour communication in web services for textile industry / Er Hock Chiye.- Details in Pendeta Discovery
239,Development of a competency model for special librarians in Iran / Alireza Peyvand Robati.- Details in Pendeta Discovery
240,Development of a customisable object-oriented tool for production planning / by Ching Gwek Cheng.- Details in Pendeta Discovery
241,Development of a job web portal to capture industry's needs / Marjan Mansourvar.- Details in Pendeta Discovery
242,Development of a learning style system / Hafizah Nor Abu Hassan.- Details in Pendeta Discovery
243,Development of a model for blended learning in traditional universities in Palestine / Ghassan O A Shahin.- Details in Pendeta Discovery
244,The development of a multimedia authoring tool / Santhimathy T. Venugopal.- Details in Pendeta Discovery
245,Development of a networking education portal for secondary education communities / Saranjeet Kaur a/p Darsin Singh.- Details in Pendeta Discovery
246,Development of a portal to manage the activities of a research centre / Khalil Ibrahim Shaat.- Details in Pendeta Discovery
247,Development of a reusable object oriented application framework for library systems domain / Roy Chew Teck Choye.- Details in Pendeta Discovery
248,Development of a scheduling tool for constructing a Malaysian school timetable using genetic algorithms / by Salihin Farag Shoeeb.- Details in Pendeta Discovery
249,Development of a software testing tool for applications on Android mobile devices / Kam Kah Kiang.- Details in Pendeta Discovery
250,Development of a text to use case diagram tool / Wan Hasnira binti Wan Husin.- Details in Pendeta Discovery
251,Development of a university timetable using genetic algorithms / El Mahdi Farag Omer.- Details in Pendeta Discovery
252,Development of a web-based software project management application using oracle application express / Irshad ur Rehman Dar.- Details in Pendeta Discovery
253,|Development of a web-based system to analyse the emotional, mental, and physical (EMP) health conditions of users / Afzal Hussain.- Details in Pendeta Discovery|
254,Development of a Web-Based System to Monitor Postgraduate Students' Research Output / Fereshteh Mahdavi.- Details in Pendeta Discovery
255,Development of an academic library website model for distance learners / Iddamalgodage Dona Anusha Lakmini Wijayaratne.- Details in Pendeta Discovery
256,The development of an animated skills instructional system for barcode industry / Hao Jinyang.- Details in Pendeta Discovery
257,Development of an integrated scale for the measurement of web-based library service quality / Kiran Kaur a/p Gurmit Singh.- Details in Pendeta Discovery
258,Development of an internet-based system for calibration of instruments / Yong En Haur.- Details in Pendeta Discovery
259,The development of BGP network simulator and inter domain traffic engineering mechanisms / Ling Teck Chaw.- Details in Pendeta Discovery
260,Development of call-recall system using convergence technologies for cervical cancer screening program / May Faik Hussain.- Details in Pendeta Discovery
261,Development of constructive feedback environment in Novices' Summarizing Strategies Identification Tool (NoSSIT) / Chew Chiou Sheng.- Details in Pendeta Discovery
262,The development of content management system for Narcotic Department in Royal Malaysia Police / Zul Haizal bin Zainal Abidin.- Details in Pendeta Discovery
263,Development of Islamic game software using software engineering principles / Norhaslina binti Kamarulzaman.- Details in Pendeta Discovery
